"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.834303223E2,5.020385445E0,-2.284442836E-1,-2.001116002E0,5.409336564E0
1.834402913E2,3.695117526E0,8.659112424E-1,-1.021176453E0,3.930203196E0
1.834502613E2,1.575393094E0,7.443832970E-1,-1.513902605E-1,1.748967954E0
1.834602303E2,2.888489449E-1,3.585267055E-1,1.215449023E-1,4.761809266E-1
1.834702003E2,-7.659402269E-1,-3.240602928E-1,2.206666097E-1,8.604494507E-1
1.834801693E2,-1.550404433E0,-1.011412772E0,1.317661276E-1,1.855821116E0
1.834901393E2,-1.885021289E0,-9.171065390E-1,1.986895573E-1,2.105675000E0
1.835001083E2,-1.774239357E0,2.135718906E-1,3.303548205E-1,1.817325660E0
1.835100783E2,-1.628210993E0,1.262875205E0,2.774141300E-1,2.079154496E0
1.835200483E2,-1.036316648E0,1.284114631E0,1.782362893E-1,1.659720083E0
1.835300173E2,-5.317276651E-1,2.227906108E-2,1.920751870E-2,5.325406981E-1
1.835399873E2,6.734460461E-1,-1.918405967E0,-8.196112347E-1,2.192161857E0
1.835499563E2,2.337674133E0,-2.719794939E0,-1.640861444E0,3.943910640E0
1.835599263E2,3.631726107E0,-2.117409520E0,-1.703231647E0,4.535841227E0
1.835698953E2,3.956333115E0,-1.197251903E0,-9.407883471E-1,4.239229476E0
1.835798653E2,2.838258358E0,-6.509067839E-1,4.343253314E-2,2.912263129E0
1.835898343E2,1.284042710E0,-6.788477039E-1,3.104696095E-1,1.485257979E0
1.835998043E2,-5.530939758E-2,-1.268917717E0,5.410311699E-2,1.271274341E0
1.836097733E2,-5.975801772E-1,-1.873392347E0,-7.316369516E-1,2.098092844E0
1.836197433E2,-5.752122384E-1,-2.009449453E0,-1.229268917E0,2.424841912E0
1.836297123E2,-3.055988789E-1,-1.901644923E0,-1.108939067E0,2.222473834E0
1.836396823E2,-1.479865962E-1,-1.643818381E0,-7.481769705E-1,1.812127943E0
1.836496523E2,-1.854771888E-1,-1.598253368E0,-3.121992159E-1,1.638988702E0
1.836596213E2,3.815729213E-1,-1.786062427E0,-4.982079166E-1,1.893100107E0
1.836695913E2,1.693439607E0,-1.842383392E0,-1.016490202E0,2.700993632E0
1.836795603E2,2.210239331E0,-1.547897732E0,-3.635015166E-1,2.722733670E0
1.836895303E2,1.410270063E0,-1.604921533E0,1.000562094E0,2.359186148E0
1.836994993E2,8.751176834E-2,-1.869305143E0,1.095955909E0,2.168658429E0
1.837094693E2,-4.837600315E-1,-1.850085930E0,-2.234262031E-1,1.925295038E0
1.837194383E2,-4.673796415E-2,-1.745768679E0,-8.602411973E-1,1.946768511E0
1.837294083E2,1.225408001E0,-1.608714914E0,-9.517694181E-1,2.235051111E0
1.837393773E2,2.528153615E0,-1.732150806E0,-1.306787210E0,3.331606208E0
1.837493473E2,2.905791360E0,-2.175651003E0,-1.098378410E0,3.792560593E0
1.837593173E2,2.585607187E0,-2.287965783E0,-2.055413246E-1,3.458670147E0
1.837692863E2,1.028633407E0,-1.629450603E0,1.574968586E0,2.488718947E0
1.837792563E2,-1.873575364E0,-9.091692361E-1,3.281802995E0,3.886785850E0
1.837892253E2,-4.489469959E0,-1.493077746E-1,4.045349956E0,6.045038427E0
1.837991953E2,-5.234715135E0,4.934503296E-1,2.685098146E0,5.903853642E0
1.838091643E2,-3.435892915E0,1.195241046E0,1.000193135E0,3.772843435E0
1.838191343E2,-1.344573671E0,1.529108581E0,8.377808726E-1,2.201801127E0
1.838291033E2,-6.038174021E-1,1.168211999E0,1.429520266E0,1.942380735E0
1.838390733E2,-1.148760944E0,5.903562346E-1,1.804361288E0,2.218984418E0
1.838490423E2,-2.185648280E0,-9.686789811E-3,2.381690803E0,3.232584619E0
1.838590123E2,-3.170076737E0,-8.686389685E-2,3.011733552E0,4.373496409E0
1.838689823E2,-3.766320825E0,3.565193564E-1,3.791704758E0,5.356239687E0
1.838789511E2,-3.631641322E0,1.410505705E0,3.906050568E0,5.516844758E0
1.838889211E2,-2.830525416E0,2.614388644E0,3.237937183E0,5.033004998E0
1.838988901E2,-1.873186525E0,3.074636436E0,2.450492066E0,4.355126673E0
1.839088601E2,-1.061585391E0,2.683788662E0,1.783390249E0,3.392663541E0
1.839188291E2,-7.413953698E-1,2.094398679E0,1.535784055E0,2.700889777E0
1.839287991E2,-9.934314144E-1,1.593814747E0,1.711295249E0,2.540803584E0
1.839387681E2,-1.144101298E0,1.471571395E0,1.982572142E0,2.721228114E0
1.839487381E2,-1.432877153E0,1.453326035E0,2.718440723E0,3.399296025E0
1.839587071E2,-2.056336522E0,1.211565010E0,3.093445467E0,3.907149155E0
1.839686771E2,-2.273541872E0,1.159305813E0,2.459478067E0,3.544293297E0
1.839786471E2,-2.021016415E0,1.283356832E0,1.145438556E0,2.653967143E0
1.839886161E2,-1.047394198E0,1.207758473E0,-5.666606855E-1,1.696118943E0
1.839985861E2,5.313949585E-3,8.266968906E-1,-1.116790123E0,1.389487735E0
1.840085551E2,7.868364215E-1,3.178078651E-1,-6.582649201E-1,1.073976768E0
1.840185251E2,4.781876349E-1,-2.813838047E-1,7.612835044E-1,9.420153044E-1
1.840284941E2,-5.766027063E-1,-8.440379781E-1,1.298844936E0,1.652836640E0
1.840384641E2,-1.374610818E0,-7.960601118E-1,5.817505950E-1,1.691656099E0
1.840484331E2,-1.542380884E0,-1.479950747E-1,-2.342973465E-1,1.567078996E0
1.840584031E2,-1.828000996E0,4.679020903E-1,1.482912362E-1,1.892752044E0
1.840683731E2,-2.930146767E0,7.131869397E-1,1.551035932E0,3.391180938E0
1.840783421E2,-3.765177110E0,2.207034472E-1,2.258616854E0,4.396205042E0
1.840883121E2,-3.661966152E0,-6.698307127E-1,8.408635247E-1,3.816506354E0
1.840982811E2,-2.553584910E0,-9.727702779E-1,-1.453247682E0,3.094997049E0
1.841082511E2,-6.313215351E-1,-8.758111632E-1,-1.803447368E0,2.101912102E0
1.841182201E2,7.999148887E-1,-9.480979514E-1,1.798954368E-2,1.240595493E0
1.841281901E2,1.388430712E0,-1.623303425E0,1.955817622E0,2.896217606E0
1.841381591E2,1.412804831E0,-2.571714202E0,3.254950826E0,4.382286653E0
1.841481291E2,1.297143397E0,-2.469775599E0,3.016852205E0,4.108986460E0
1.841580981E2,1.233054405E0,-1.254890247E0,8.342696196E-1,1.947094886E0
1.841680681E2,1.014373802E0,-2.146103561E-2,-2.017137080E0,2.257931971E0
1.841780381E2,4.182256079E-1,1.568071210E-1,-2.581681366E0,2.620034314E0
1.841880071E2,2.799646854E-2,-8.041973895E-1,-1.556071262E0,1.751820486E0
1.841979771E2,8.788862139E-1,-1.851611468E0,-9.155380234E-1,2.244797514E0
1.842079461E2,2.390525946E0,-2.360903367E0,-1.545724029E0,3.698343113E0
1.842179161E2,3.365899404E0,-2.911005322E0,-2.354410619E0,5.034528791E0
1.842278851E2,3.653905765E0,-2.894833678E0,-1.166753411E0,4.805455534E0
1.842378551E2,2.492430051E0,-2.231315035E0,-8.411044300E-2,3.346348594E0
1.842478241E2,5.688586539E-1,-1.498732004E0,-1.113919725E0,1.952079645E0
1.842577941E2,-1.656153667E-1,-1.510566183E0,-2.686818689E0,3.086783651E0
1.842677641E2,1.482479668E-1,-2.118350337E0,-2.210077655E0,3.064935374E0
1.842777331E2,6.109328789E-1,-2.569279422E0,-1.408603022E0,2.993091746E0
1.842877031E2,1.015958982E0,-2.518099328E0,-2.109497652E0,3.438455645E0
1.842976721E2,2.199447125E0,-1.999226766E0,-2.991973764E0,4.217390463E0
1.843076421E2,2.954119767E0,-1.106900142E0,-2.175862673E0,3.832287814E0
1.843176111E2,2.120127890E0,4.670463502E-1,-4.320563194E-1,2.213537266E0
1.843275811E2,6.695681727E-1,1.835065017E0,9.508955517E-1,2.172553223E0
1.843375501E2,-8.399156910E-1,1.767235562E0,1.431983406E0,2.424697171E0
1.843475201E2,-1.229748389E0,7.419227886E-1,1.105456757E0,1.812392112E0
1.843574901E2,-4.784905207E-1,1.876453364E-1,1.197553620E-1,5.277360111E-1
1.843674591E2,2.495948321E-1,7.375122339E-1,-3.775979841E-1,8.653335269E-1
1.843774291E2,-8.614995182E-2,1.561658569E0,4.920347187E-1,1.639602837E0
1.843873981E2,-5.907173002E-1,1.871218936E0,1.010222279E0,2.207024307E0
1.843973681E2,-8.124074650E-1,1.538125280E0,9.226324502E-1,1.969031718E0
1.844073371E2,-1.441744455E0,7.333209497E-1,4.077617231E-1,1.668129585E0
1.844173071E2,-1.537210191E0,3.122617811E-1,-5.739895856E-1,1.670325308E0
1.844272761E2,3.311313307E-1,3.049615324E-1,-1.649991871E0,1.710299000E0
1.844372461E2,1.866554613E0,-2.125328404E-1,-1.329053699E0,2.301212738E0
1.844472161E2,2.114967722E0,-1.257703927E0,-1.102665881E0,2.696438332E0
1.844571851E2,2.596391206E0,-2.436935881E0,-1.934712389E0,4.052532025E0
1.844671551E2,3.870483710E0,-3.644727391E0,-3.491737625E0,6.360574938E0
1.844771241E2,4.501879504E0,-4.513449975E0,-3.561751893E0,7.302343890E0
1.844870941E2,3.812440739E0,-3.198010640E0,-1.856223460E0,5.311077289E0
1.844970631E2,2.056117251E0,-6.267303014E-1,-1.757795817E-1,2.156689009E0
1.845070331E2,3.094755828E-1,6.276582545E-1,7.403639209E-1,1.018758439E0
1.845170021E2,-1.425465222E0,2.108757395E-1,1.203043278E0,1.877160836E0
1.845269721E2,-2.862386894E0,-1.022477458E0,1.291003236E0,3.302333756E0
1.845369421E2,-3.459648398E0,-2.197732136E0,3.449412847E-1,4.113171291E0
1.845469111E2,-2.872528889E0,-2.731134444E0,-1.759902861E0,4.336793245E0
1.845568811E2,-1.063596833E0,-2.356184079E0,-3.550910570E0,4.392244018E0
1.845668501E2,1.241967900E0,-1.771853108E0,-3.837433493E0,4.405433408E0
1.845768201E2,3.166747332E0,-1.364189326E0,-2.758526603E0,4.415741184E0
1.845867891E2,3.995522908E0,-1.175090371E0,-8.520030552E-1,4.250993989E0
1.845967591E2,4.120323540E0,-1.373855942E0,6.472519818E-1,4.391296090E0
1.846067291E2,3.415513614E0,-1.876349868E0,8.588381580E-1,3.990491831E0
1.846166981E2,1.730931369E0,-2.097924258E0,1.601412034E-1,2.724528363E0
1.846266681E2,-5.763682330E-1,-1.996855720E0,3.683161139E-1,2.110755757E0
1.846366371E2,-2.629641398E0,-1.612863806E0,7.868457770E-1,3.183625263E0
1.846466071E2,-3.379561424E0,-1.030302787E0,3.209694546E-1,3.547672567E0
1.846565761E2,-1.939309178E0,-4.764422411E-1,-4.545011491E-1,2.048045066E0
1.846665461E2,-3.515363592E-1,-2.948417562E-1,-3.379211175E-1,5.698246702E-1
1.846765151E2,4.993358445E-1,-4.879641795E-1,-1.647201580E-1,7.173409626E-1
1.846864851E2,5.232492024E-1,-1.252513939E0,-2.435786319E-1,1.379098055E0
1.846964551E2,5.966954935E-1,-1.730201929E0,-3.539799106E-1,1.864120705E0
1.847064241E2,5.262055546E-1,-1.607470627E0,1.579865044E-1,1.698768329E0
1.847163941E2,2.156996924E-1,-1.395896437E0,5.090819836E-1,1.501405237E0
1.847263631E2,-2.824257785E-1,-1.156202403E0,4.111083770E-1,1.259197528E0
1.847363331E2,5.168646276E-2,-6.491976428E-1,-3.575016886E-1,7.429243079E-1
1.847463021E2,1.210754294E0,-8.211303413E-2,-1.219304677E0,1.720282653E0
1.847562721E2,9.958737963E-1,1.426878494E-1,-3.346425837E-1,1.060240586E0
1.847662411E2,-7.556456190E-1,5.137179485E-1,1.013353463E0,1.364474871E0
1.847762111E2,-3.156310637E0,5.197823882E-1,1.842077583E0,3.691303346E0
1.847861811E2,-4.693773428E0,1.876962072E-1,2.894765266E0,5.517826094E0
1.847961501E2,-5.424666029E0,-3.281825799E-1,3.508890139E0,6.468926908E0
1.848061201E2,-4.629799626E0,-3.764662555E-1,1.763067082E0,4.968417953E0
1.848160891E2,-1.489402771E0,7.057589293E-1,-8.899362820E-1,1.873073108E0
1.848260591E2,2.313901109E-1,1.429711470E0,-1.258602059E0,1.918774457E0
1.848360281E2,-1.009004889E0,2.632235223E-1,4.113101059E-1,1.120960968E0
1.848459981E2,-3.803205646E0,-3.065326792E-1,2.830987930E0,4.751087047E0
1.848559681E2,-5.307713529E0,5.441927594E-1,4.419864703E0,6.928432194E0
1.848659371E2,-4.306324055E0,1.808461063E0,3.939520031E0,6.110219010E0
1.848759072E2,-1.698947684E0,2.573570985E0,2.284027099E0,3.837508390E0
1.848858762E2,-6.832506573E-1,2.282032906E0,1.425386285E0,2.776010033E0
1.848958462E2,-9.634164870E-1,1.726256813E0,7.240741628E-1,2.105330687E0
1.849058152E2,-1.709405429E0,9.976595360E-1,1.011244372E0,2.222612573E0
1.849157852E2,-2.200544062E0,6.213154873E-1,1.779629320E0,2.897500237E0
1.849257552E2,-1.769073341E0,1.192305451E0,1.935707293E0,2.880655394E0
1.849357242E2,-1.340357244E0,1.377821232E0,1.721383451E0,2.580331349E0
1.849456942E2,-1.647251281E0,1.296747248E0,2.116499693E0,2.979020167E0
1.849556632E2,-2.760719016E0,1.177530999E0,2.849784974E0,4.138770728E0
1.849656332E2,-3.853938428E0,1.183477325E0,3.138709933E0,5.109301325E0
1.849756022E2,-4.530395206E0,1.115763352E0,2.518413908E0,5.302057826E0
1.849855722E2,-4.235335348E0,1.050156423E0,8.487110728E-1,4.445357636E0
1.849955412E2,-2.956038823E0,1.068836523E0,-1.400394700E0,3.441174560E0
1.850055112E2,-9.728509694E-1,9.435014552E-1,-3.004049726E0,3.295595358E0
1.850154812E2,8.613656169E-1,6.237069985E-1,-2.197449131E0,2.441258657E0
1.850254502E2,1.986509072E0,4.358456075E-2,7.516285819E-1,2.124397193E0
1.850354202E2,2.141259143E0,-6.312858671E-1,1.407814817E0,2.639214868E0
1.850453892E2,1.844928101E0,-1.229075082E0,1.497963095E-1,2.221896530E0
1.850553592E2,1.500177435E0,-9.105398235E-1,-2.436610776E-1,1.771718326E0
1.850653282E2,8.520176733E-1,1.436391914E-1,3.673776358E-1,9.388997072E-1
1.850752982E2,-9.649835408E-2,6.702341706E-1,1.356506669E0,1.516125364E0
1.850852682E2,-1.322623224E0,3.356091285E-1,1.750492644E0,2.219502236E0
1.850952372E2,-2.224150441E0,-2.792022085E-1,8.454875028E-1,2.395756285E0
1.851052072E2,-1.821938018E0,-6.192218918E-1,-1.365286556E0,2.359428166E0
1.851151762E2,-9.101787579E-1,-1.241832245E0,-1.952622411E0,2.486625620E0
1.851251462E2,-1.108351421E-1,-1.953712040E0,-9.061766312E-1,2.156485856E0
1.851351152E2,9.958732116E-1,-2.090335157E0,4.430906001E-1,2.357454942E0
1.851450852E2,1.814831897E0,-1.750619529E0,1.055341149E0,2.733501141E0
1.851550552E2,1.790660677E0,-1.296020731E0,5.961844468E-1,2.289447813E0
1.851650242E2,1.372032196E0,-9.052419537E-1,-6.098008579E-1,1.753223439E0
1.851749942E2,9.963117528E-1,-1.066346194E0,-2.176963703E0,2.620859073E0
1.851849632E2,5.426999652E-1,-2.334664571E0,-3.088842832E0,3.909748323E0
1.851949332E2,1.535273008E0,-3.499610608E0,-3.044698400E0,4.886156564E0
1.852049032E2,3.383536361E0,-3.638877836E0,-3.000303415E0,5.804444056E0
1.852148722E2,3.743310862E0,-3.226701758E0,-2.244442618E0,5.427845163E0
1.852248422E2,2.232787948E0,-2.298923466E0,-7.786795557E-1,3.297989232E0
1.852348112E2,5.980204725E-1,-1.356802538E0,-4.554010355E-1,1.551106610E0
1.852447812E2,-8.297900677E-2,-6.651564485E-1,-1.243801880E0,1.412926655E0
1.852547502E2,1.271991599E-1,-2.739479005E-1,-1.654534865E0,1.681877730E0
1.852647202E2,2.243108869E-2,-1.700498950E-1,-1.393456394E0,1.403973234E0
1.852746892E2,-3.659865832E-1,1.202918440E-1,-8.896047449E-1,9.694394819E-1
1.852846592E2,-3.921932191E-1,3.134359020E-1,-6.475852731E-1,8.194048277E-1
1.852946292E2,1.100048375E-1,2.002156806E-1,-2.492644644E-1,3.381126384E-1
1.853045982E2,8.485245466E-1,1.142446536E-1,8.744715661E-2,8.606350866E-1
1.853145682E2,1.407895508E0,5.406347287E-1,2.410704687E-1,1.527275562E0
1.853245372E2,1.570324727E0,1.187370694E0,2.751378089E-2,1.968889515E0
1.853345072E2,1.506977162E0,1.389223595E0,1.936682609E-1,2.058744705E0
1.853444762E2,1.451001182E0,9.248102456E-1,1.287007248E-1,1.725468718E0
1.853544462E2,1.455357358E0,2.622254026E-1,-1.836832631E-1,1.490156617E0
1.853644162E2,1.485862282E0,1.491238797E-1,-6.002660957E-1,1.609454578E0
1.853743852E2,1.810464612E0,6.075736535E-1,-7.972748709E-1,2.069438348E0
1.853843552E2,1.918831644E0,6.378780180E-1,-4.711005172E-1,2.076231909E0
1.853943242E2,2.149107276E0,2.592801601E-1,-2.460280305E-1,2.178627567E0
1.854042942E2,2.283789702E0,-4.075795823E-1,2.194957048E-1,2.330234942E0
1.854142642E2,1.736075749E0,-1.058179387E0,3.385473543E-1,2.061144569E0
1.854242332E2,1.306035258E0,-1.305009656E0,-5.476969957E-2,1.847099893E0
1.854342032E2,1.461539619E0,-1.152637063E0,-5.128148460E-1,1.930712129E0
1.854441722E2,1.652987400E0,-9.241307992E-1,-5.766266799E-1,1.979616985E0
1.854541422E2,1.738099471E0,-4.730029088E-1,-1.020803985E-1,1.804201189E0
1.854641112E2,1.130985993E0,-4.290686846E-2,2.152219748E-1,1.152081080E0
1.854740812E2,2.193840230E-1,2.916006446E-2,1.662807798E-1,2.768193574E-1
1.854840512E2,-4.825332856E-1,-5.162939394E-1,-2.406252033E-1,7.465241403E-1
1.854940202E2,-5.905910003E-1,-1.342899029E0,-6.683212540E-1,1.612088344E0
1.855039902E2,-2.821345872E-1,-1.716048451E0,-8.766870761E-1,1.947563206E0
1.855139592E2,3.313605416E-1,-1.767668256E0,-7.953230703E-1,1.966466287E0
1.855239292E2,9.697747493E-1,-1.914986515E0,-6.194440860E-1,2.234132358E0
1.855338982E2,1.498561265E0,-2.034535763E0,-5.271171355E-1,2.581254367E0
1.855438682E2,2.262538581E0,-2.188670121E0,-8.786575878E-1,3.268240641E0
1.855538382E2,3.161770182E0,-2.246678009E0,-1.445339323E0,4.139246130E0
1.855638072E2,3.440239150E0,-2.187421156E0,-1.395436846E0,4.308979080E0
1.855737772E2,2.561233653E0,-1.802604200E0,-9.613231838E-2,3.133455145E0
1.855837462E2,1.126266705E0,-1.173398187E0,1.322748939E0,2.096426663E0
1.855937162E2,-4.578761619E-1,-6.364238155E-1,2.109697627E0,2.250668774E0
1.856036852E2,-8.629899734E-1,-4.773362803E-1,1.394602448E0,1.708074240E0
1.856136552E2,2.826544046E-2,-7.808710921E-1,-2.195091534E-1,8.116297592E-1
1.856236252E2,1.580577820E0,-8.126173800E-1,-1.291471598E0,2.196923335E0
1.856335942E2,2.230494670E0,-1.081954751E0,-6.636022586E-1,2.566339906E0
1.856435642E2,1.512299298E0,-1.811750414E0,8.027291536E-1,2.492762088E0
1.856535332E2,6.901877940E-2,-1.953343373E0,2.306659332E0,3.023407217E0
1.856635032E2,-5.574092209E-1,-1.218045479E0,2.055373485E0,2.453344654E0
1.856734732E2,-4.781268239E-2,-6.163520783E-1,9.615909863E-1,1.143168037E0
1.856834422E2,3.236585891E-1,-5.477811956E-1,1.012201561E0,1.195563098E0
1.856934122E2,-7.364568114E-3,-5.811448234E-1,1.439095666E0,1.552024446E0
1.857033812E2,-8.462628436E-1,-5.399564517E-1,1.637730845E0,1.920905018E0
1.857133512E2,-1.766084830E0,-3.957301998E-1,1.458519532E0,2.324421916E0
1.857233202E2,-2.392762506E0,-2.266833946E-1,1.982852808E0,3.115831034E0
1.857332902E2,-2.458323827E0,3.300188980E-1,1.989888763E0,3.179925439E0
1.857432602E2,-1.908500783E0,6.682364693E-1,2.053366721E0,2.881879614E0
1.857532292E2,-1.165989765E0,3.162419808E-1,1.560439425E0,1.973451879E0
1.857631992E2,-1.203383294E0,1.838651115E-1,1.418494172E0,1.869241409E0
1.857731682E2,-1.768523703E0,2.939632121E-1,1.700621742E0,2.471073606E0
1.857831382E2,-2.129944196E0,5.580208397E-1,2.157968146E0,3.082997901E0
1.857931072E2,-1.713973859E0,8.321371400E-1,2.420720968E0,3.080592250E0
1.858030772E2,-1.616735832E0,1.009542248E0,2.710420098E0,3.313515868E0
1.858130472E2,-2.477156539E0,1.031017317E0,3.051265993E0,4.063191527E0
1.858230162E2,-2.774578671E0,1.685326303E0,2.793233628E0,4.282612013E0
1.858329862E2,-2.299283654E0,2.444576146E0,2.629736708E0,4.263586871E0
1.858429552E2,-2.000588583E0,2.317509425E0,2.796189396E0,4.146309172E0
1.858529252E2,-2.565531356E0,1.457168533E0,3.382024271E0,4.488137636E0
1.858628952E2,-3.044368032E0,6.761208549E-1,3.272387808E0,4.520380304E0
1.858728642E2,-2.506631184E0,1.247962466E0,2.325787328E0,3.640040783E0
1.858828348E2,-1.291186253E0,2.105769175E0,1.003553529E0,2.666185561E0
1.858928038E2,5.844742280E-1,2.000846153E0,-7.392295611E-1,2.211663581E0
1.859027738E2,1.309255904E0,8.278517157E-1,-4.974319911E-1,1.626938251E0
1.859127428E2,3.672928512E-1,-2.612383926E-1,1.640922255E0,1.701697794E0
1.859227128E2,-1.192896312E0,-6.652783629E-1,2.766617687E0,3.085412507E0
1.859326828E2,-2.065528929E0,-1.481096801E-1,2.295813916E0,3.091780680E0
1.859426518E2,-2.076994734E0,9.987392244E-1,1.007308027E0,2.515165328E0
1.859526218E2,-1.717176379E0,1.263367540E0,-3.195064813E-1,2.155661534E0
1.859625908E2,-1.311189578E0,7.902646440E-1,-1.071444966E0,1.868617305E0
1.859725608E2,-9.901031792E-1,-7.202834129E-2,-4.910415691E-1,1.107526167E0
1.859825307E2,-9.769551301E-1,-1.124720702E0,6.426967084E-1,1.622497162E0
1.859924998E2,-7.554889137E-1,-1.930286340E0,5.080528736E-1,2.134218024E0
1.860024698E2,-1.497629803E-1,-2.277451613E0,-1.381071407E-1,2.286545075E0
1.860124388E2,3.640119785E-1,-1.828510873E0,-4.052705169E-1,1.907931059E0
1.860224088E2,4.028737432E-1,-1.305791429E0,2.660067970E-1,1.392177476E0
1.860323778E2,-1.996116632E-1,-8.627367890E-1,1.324076841E0,1.592902717E0
1.860423478E2,-9.269544196E-1,-8.921979851E-1,1.733173776E0,2.158507141E0
1.860523177E2,-1.357788963E0,-1.163571941E0,9.217778796E-1,2.011756693E0
1.860622868E2,-1.127457783E0,-1.292839261E0,-5.479665524E-1,1.800794755E0
1.860722568E2,-7.611648059E-1,-1.405460143E0,-9.673446465E-1,1.868273465E0
1.860822258E2,-6.693927562E-1,-1.600588161E0,1.698177606E-1,1.743217484E0
1.860921958E2,-6.491315693E-1,-1.669267802E0,6.766824800E-1,1.914608568E0
1.861021658E2,1.999391073E-1,-1.529179040E0,-1.009313622E0,1.843116429E0
1.861121348E2,1.060823498E0,-1.609591119E0,-2.054023655E0,2.816938630E0
1.861221048E2,1.635691921E0,-1.567547300E0,-1.351207922E0,2.637888444E0
1.861320738E2,2.252215907E0,-6.656891298E-1,-5.825154108E-1,2.419698889E0
1.861420438E2,1.953224967E0,-1.717210293E-2,-7.712322494E-1,2.100043293E0
1.861520138E2,1.475581123E0,-2.049665433E-1,-1.251661415E0,1.945766489E0
1.861619828E2,1.029804604E0,-7.779012913E-1,-1.090889004E0,1.689871818E0
1.861719528E2,7.983694696E-1,-9.849289781E-1,-8.270699430E-1,1.513777920E0
1.861819218E2,7.256803930E-1,-8.667549956E-1,-1.226263449E0,1.667812430E0
1.861918918E2,1.570427638E0,-8.723519504E-1,-1.574313113E0,2.388661272E0
1.862018608E2,2.706950945E0,-1.274131680E0,-1.425644732E0,3.314130030E0
1.862118308E2,3.260538425E0,-1.251801748E0,-1.004125387E0,3.634059195E0
1.862218008E2,3.212211773E0,-3.298238933E-1,-7.387755248E-1,3.312533404E0
1.862317698E2,2.546593979E0,2.266228759E-1,-3.114937493E-1,2.575563468E0
1.862417398E2,1.910732666E0,-7.844168437E-1,-2.427632377E-1,2.079697837E0
1.862517088E2,1.916562340E0,-2.488350449E0,-1.133233663E0,3.339059402E0
1.862616788E2,2.708260721E0,-2.718883942E0,-2.242653078E0,4.444828327E0
1.862716488E2,3.443351623E0,-1.017607897E0,-2.295098802E0,4.261416987E0
1.862816178E2,2.948880662E0,8.505494374E-1,-1.174787778E0,3.286252855E0
1.862915878E2,1.884656423E0,1.444994338E0,2.800056159E-1,2.391305420E0
1.863015568E2,6.093523765E-1,1.171765645E0,1.305146481E0,1.856812425E0
1.863115268E2,-6.843148506E-1,4.710142708E-1,1.318734241E0,1.558589508E0
1.863214968E2,-2.048657958E0,-4.549958235E-1,6.747397426E-1,2.204380718E0
1.863314658E2,-2.253178943E0,-1.049908501E0,-2.720308909E-1,2.500624725E0
1.863414358E2,-1.735818472E0,-9.781000149E-1,-8.858388457E-1,2.180471478E0
1.863514048E2,-1.005995911E0,-2.863685560E-1,-8.820665145E-1,1.368238305E0
1.863613748E2,-2.284132934E-1,4.969080806E-1,-7.518814740E-1,9.297397614E-1
1.863713438E2,2.583118612E-1,9.300551981E-1,-3.382693192E-1,1.022816612E0
1.863813138E2,1.532251167E-1,9.402305228E-1,2.140794289E-1,9.763920187E-1
1.863912838E2,-1.261332124E-1,6.559529310E-1,3.658298779E-1,7.615873782E-1
1.864012528E2,6.085840523E-2,1.502512228E-1,1.034854844E-1,1.923237399E-1
1.864112228E2,2.900476241E-1,-5.358289021E-1,-3.449254972E-1,7.001527228E-1
1.864211918E2,3.961196244E-1,-9.231250781E-1,-8.196676603E-1,1.296505202E0
1.864311618E2,7.578511888E-1,-9.666318709E-1,-1.381482758E0,1.848569774E0
1.864411318E2,1.530596990E0,-1.194391446E0,-2.219990440E0,2.949178805E0
1.864511008E2,2.676633716E0,-1.806037685E0,-2.725950887E0,4.225748266E0
1.864610708E2,3.709956590E0,-2.270362156E0,-2.263164234E0,4.903084189E0
1.864710398E2,3.263283108E0,-2.260934690E0,-8.449285090E-1,4.058909522E0
1.864810098E2,1.559327284E0,-2.249139102E0,3.746077180E-2,2.737066238E0
1.864909798E2,3.659573472E-1,-2.918116706E0,-6.924986136E-1,3.021404346E0
1.865009488E2,4.748892206E-1,-3.763070943E0,-1.970519276E0,4.274244835E0
1.865109188E2,1.040351812E0,-3.533103459E0,-2.078366491E0,4.229037623E0
1.865208878E2,9.382097250E-1,-2.589849342E0,-1.132840145E0,2.978402910E0
1.865308578E2,2.429734451E-1,-1.835261484E0,3.493021381E-1,1.883940761E0
1.865408278E2,-1.016483477E0,-1.358022267E0,1.483948488E0,2.253789310E0
1.865507968E2,-1.864375355E0,-1.256743230E0,5.288046420E-1,2.309747467E0
1.865607668E2,-1.282680309E-1,-8.886884862E-1,-2.291164795E0,2.460824259E0
1.865707358E2,2.024026562E0,-2.661447912E-1,-2.874996999E0,3.526063572E0
1.865807058E2,1.304413825E0,-5.800356066E-1,-5.738194317E-1,1.538572543E0
1.865906748E2,-1.620899634E0,-9.603940612E-1,2.828119871E0,3.398225181E0
1.866006448E2,-4.319032393E0,-8.580011290E-1,3.800571476E0,5.816747398E0
1.866106148E2,-2.683229960E0,-6.784521398E-1,-1.881072664E-1,2.774059240E0
1.866205838E2,2.297587962E0,-1.619883388E-2,-3.465746459E0,4.158193281E0
1.866305538E2,4.091869234E0,3.739890826E-1,-1.488386525E0,4.370189483E0
1.866405228E2,1.099570073E0,-8.964439407E-1,3.128229384E0,3.434892307E0
1.866504928E2,-2.394944687E0,-1.519115105E0,5.098022436E0,5.833806949E0
